Pathway,Location,Date,latitude,longitude,RH,Tair,Tleaf,PARin,Patm,BLCond,LAI,VPD,Species,PFT,PFT_ID,vcmax_CLM45,epsi_o,epsi_c,r1,r2,r3,r4,r5,soil_clay_0,soil_sand_0,soil_OM_0,SM_0,SMC_0,medslope
C3,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,63.435,22.8325,26.2875,1735.833013,97.3926265,4.079734865,2.497436523,1.319956245,Salvia pitcherii,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.364381943,0.745837621,5.25
C3,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,63.06285714,22.89857143,29.65571429,1415.889139,97.38534853,3.802838207,2.497436523,1.588159174,Vernonia baldwinii,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.360557598,0.738009734,5.25
C3,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,67.76666667,22.32,24.63666667,1314.305585,97.38177708,3.853925633,2.497436523,1.006188631,Amorpha canescens,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.362910886,0.742826577,5.25
C3,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,66.33,22.53,24.79,1972.201223,97.39860499,4.044447008,2.497436523,1.056779844,Baptisia bracteata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.360851205,0.738610706,5.25
C3,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,58.34333333,24.01,28.82333333,1780.547103,97.39431753,3.942904517,2.497436523,1.690151001,Lespedeza capitata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.360726829,0.738356126,5.25
C3,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,53.465,25.04,28.05,1961.079935,97.3979422,4.030570456,2.497436523,1.771386905,Psoralea ,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.361337582,0.73960625,5.25
C4,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,64.22444444,22.57,27.61777778,1537.234971,97.3879425,3.917270412,2.497436523,1.368180036,Andropogon gerardii,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.361971405,0.740903594,1.62
C4,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,67.1225,22.075,25.3025,1352.198089,97.38473197,3.926114935,2.497436523,1.067991005,Dicanthelium oligosanthes,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.363837891,0.744724024,1.62
C4,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,61.578,23.038,28.51,1432.687437,97.3869664,3.817714754,2.497436523,1.538238457,Panicum virgatum,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.360813769,0.73853408,1.62
C4,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,64.22444444,22.57,27.02555556,1553.4597,97.38747716,3.903204808,2.497436523,1.3232649,Schizachryium scoparium,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.361547803,0.740036541,1.62
C4,Konza Prairie Kansas USA,6/16/2008,39.08,-96.56,65.555,22.25375,26.84625,1450.227955,97.38454038,3.889847332,2.497436523,1.242373018,Sorghastrum nutans,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.362060973,0.741086928,1.62
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,57.14,27.7575,31.72875,1946.255029,97.61993379,2.804462418,2.430053711,2.037984011,Ambrosia psylostachya,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.21675611,0.443668694,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,58.555,27.27,35.34,1843.219059,97.51167562,2.489263338,2.430053711,2.382591594,Asclepias verticillata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.212381347,0.434714182,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,56.075,28.33,30.96,1837.754181,97.62706952,2.596961175,2.430053711,2.029702528,Asclepias viridis,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217344394,0.444872828,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,54.9,26.15,29.51,1707.416548,97.68629386,2.706866474,2.430053711,1.868346015,Desmodium illinoiense,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.220016867,0.450342998,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,58.72666667,28.23,33.1,1897.107695,97.56112448,2.678594774,2.430053711,2.120215627,Lespedeza violacea,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.214359177,0.438762518,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,59.38333333,29.80666667,32.48666667,1963.090726,97.65056414,2.878062709,2.430053711,2.01459054,Physilus pumula,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.21804627,0.446309469,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,56.4425,27.325,33.39,1947.345704,97.62199677,2.840657285,2.430053711,2.270164327,Ruella humilis,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.216830322,0.443820597,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,56.066,27.47,30.038,1920.012936,97.66219033,2.897739503,2.430053711,1.881127009,Salvia pitcherii,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.218637565,0.447519763,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,60.48,29.61,31.26,2096.403071,97.64148467,3.016344406,2.430053711,1.809793517,Tecrium,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217402842,0.444992463,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,58.36,28.35166667,32.25166667,1862.68502,97.62483854,2.751852817,2.430053711,2.039622798,Vernonia baldwinii,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217065734,0.444302451,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,55.84,27.215,33.6175,1984.634379,97.63286532,2.834853463,2.430053711,2.328602738,Amorpha canescens,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217222225,0.444622765,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,54.97,26.135,32.775,2153.594651,97.63203502,3.041501974,2.430053711,2.246719189,Baptisia bracteata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.216759478,0.443675589,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,57.07333333,28.93666667,30.94333333,1905.70205,97.64965198,2.796168005,2.430053711,1.951386446,Lespedeza capitata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.218142459,0.446506352,5.25
C3,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,58.835,29.905,29.015,1799.909316,97.66860952,2.731629914,2.430053711,1.675571237,Psoralea ,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.219282788,0.448840443,5.25
C4,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,56.89111111,27.57888889,32.94111111,1893.528923,97.6392975,2.783429411,2.430053711,2.183229176,Andropogon gerardii,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217758484,0.445720412,1.62
C4,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,53.7,26.27,32.985,1920.749518,97.64387468,2.818141899,2.430053711,2.352875093,Dicanthelium oligosanthes,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217896392,0.446002689,1.62
C4,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,58.03571429,28.56285714,32.69857143,1926.258811,97.62556462,2.78266283,2.430053711,2.098738833,Panicum virgatum,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217122493,0.444418628,1.62
C4,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,57.30875,27.65125,33.22375,1926.854532,97.63600011,2.85202462,2.430053711,2.196311984,Schizachryium scoparium,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217475579,0.445141346,1.62
C4,Konza Prairie Kansas USA,6/30/2008,39.08,-96.56,56.89111111,27.57888889,32.60222222,1889.82734,97.63832248,2.781966048,2.430053711,2.138388437,Sorghastrum nutans,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.217701192,0.445603143,1.62
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.51714286,29.12714286,34.12857143,2152.801162,96.97854888,4.662527819,2.362548828,2.987797533,Ambrosia psylostachya,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184263822,0.377161638,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,45.305,29.24,35.115,2101.722529,96.90767164,4.773470626,2.362548828,3.109602154,Asclepias verticillata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.181796011,0.372110382,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.42,29.53,32.895,2159.544996,96.95656311,4.697961735,2.362548828,2.791943068,Asclepias viridis,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.1834302,0.375455333,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,45.64,28.72,35.76,1940.612552,96.87182371,4.722577545,2.362548828,3.202588179,Aster ericoides,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.180601418,0.369665221,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.96,28.99,29.7,1677.244631,97.10606924,3.988138203,2.362548828,2.305221658,Desmodium illinoiense,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.188628494,0.386095497,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.39,29.695,34.28,2155.727191,96.94971719,4.714736188,2.362548828,3.020349362,Lespedeza violacea,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.183245767,0.375077826,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,43.81,29.63,35.68,2224.09181,96.98047407,4.733885093,2.362548828,3.295844381,Physilus pumula,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184491762,0.377628198,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.5775,29.22125,36.16125,2115.048267,96.98658136,4.604312947,2.362548828,3.344667409,Ruella humilis,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184492846,0.377630417,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.1875,28.9725,32.95,2013.116199,97.04844339,4.369855385,2.362548828,2.820213971,Salvia pitcherii,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.186576105,0.381894551,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.65,29.28,34.674,2052.538445,96.98724513,4.551066952,2.362548828,3.090970251,Vernonia baldwinii,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184498535,0.377642062,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.95333333,29.20666667,33.57333333,2046.924561,97.01757848,4.468642222,2.362548828,2.888263897,Amorpha canescens,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.185445227,0.379579805,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,45.17,28.875,34.115,2219.143039,96.97364985,4.754559485,2.362548828,2.950049628,Baptisia bracteata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184190149,0.37701084,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.21666667,29.56333333,34.32333333,2208.261497,96.9748113,4.717929796,2.362548828,3.035508573,Lespedeza capitata,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184140273,0.376908752,5.25
C3,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,43.87,29.3,31.37,2040.989874,97.05488633,4.358807014,2.362548828,2.58657277,Psoralea ,C3 grass,7,78.2,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.186683831,0.38211505,5.25
C4,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.696,29.152,35.812,2074.598958,96.98795784,4.575201339,2.362548828,3.281178344,Andropogon gerardii,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184568324,0.37778491,1.62
C4,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,45.17,28.875,35.49,2225.456909,96.9723586,4.771467816,2.362548828,3.182657148,Bouteloua curtipendula,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184195669,0.377022138,1.62
C4,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.4625,29.0875,35.245,2039.423444,97.01310251,4.461252582,2.362548828,3.185304916,Dicanthelium oligosanthes,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.185329907,0.379343762,1.62
C4,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,43.91,29.355,37.055,2138.473914,96.99151509,4.6098411,2.362548828,3.55412797,Panicum virgatum,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184596604,0.377842795,1.62
C4,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.5725,29.11,35.2575,2109.392424,96.99426829,4.591968423,2.362548828,3.184090805,Schizachryium scoparium,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.184791352,0.378241415,1.62
C4,Konza Prairie Kansas USA,7/14/2008,39.08,-96.56,44.5725,29.11,35.01875,2074.462646,97.0016354,4.548971094,2.362548828,3.148023537,Sorghastrum nutans,C4 grass,9,51.6,-74000,-275000,0.424199082,0.282953517,0.141570112,0.083601298,0.067675992,31,13.5,0.0387,0.185052461,0.37877587,1.62
C3,Kranzberg forest_Germany,7/16/2004,48.4,11.62,51.29428274,24.79299538,24.85093166,1078.098482,96.42010687,3.184914021,2.19128418,1.567278281,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.371669497,0.810213257,4.45
C3,Kranzberg forest_Germany,7/17/2004,48.4,11.62,47.42286946,27.72839818,27.64669015,1552.291078,96.36085633,2.670126668,2.182617188,2.026117967,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.358244997,0.780948796,4.45
C3,Kranzberg forest_Germany,7/18/2004,48.4,11.62,40.51025213,28.85104261,28.495774,1415.739762,96.44534425,1.744488952,2.173828125,2.432755534,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.343224307,0.748204751,4.45
C3,Kranzberg forest_Germany,7/19/2004,48.4,11.62,48.74543504,25.55909391,25.6163684,1074.053887,96.71005525,2.042715598,2.165161133,1.727400132,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.335460865,0.731280997,4.45
C3,Kranzberg forest_Germany,7/20/2004,48.4,11.62,46.13751016,29.05083896,28.55509926,1276.303338,96.08322175,2.80458194,2.15637207,2.244038036,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.347547046,0.757628017,4.45
C3,Kranzberg forest_Germany,7/21/2004,48.4,11.62,48.58947286,27.84363563,27.67128831,1177.032121,96.48152499,1.613067054,2.147705078,1.990676975,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.338612059,0.738150376,4.45
C3,Kranzberg forest_Germany,7/22/2004,48.4,11.62,50.65390598,26.8832115,26.71846798,1471.977288,96.75239771,3.475259869,2.138916016,1.81748764,Fagus_sylvatica_RC,BDT Temperate,6,57.7,-35000,-224000,0.316228805,0.326715932,0.192796295,0.095351949,0.068907018,20,36.5,0.0344,0.329031197,0.717264774,4.45
C3,Le Bray_Bordeaux_France,9/12/1997,44.72,-0.77,59.08277505,17.77984157,19.13860968,899.3957856,101.1820861,2.309243145,3.1328125,0.843614285,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.16299807,0.377108332,2.35
C3,Le Bray_Bordeaux_France,9/13/1997,44.72,-0.77,50.87373094,17.54941186,19.40177573,908.7107647,101.5329231,3.527887484,3.125366211,1.066577133,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.195103845,0.451387464,2.35
C3,Le Bray_Bordeaux_France,9/14/1997,44.72,-0.77,47.76623054,19.31947294,22.51233935,1155.480525,101.2406622,3.182523403,3.117919922,1.5133663,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.183073338,0.423553979,2.35
C3,Le Bray_Bordeaux_France,9/15/1997,44.72,-0.77,59.47218232,23.51869858,26.19399579,1114.868708,101.0097706,2.008410556,3.110473633,1.58216324,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.172794052,0.399772077,2.35
C3,Le Bray_Bordeaux_France,9/16/1997,44.72,-0.77,55.15369773,24.49327145,27.89349462,1122.590967,101.1270787,2.779458667,3.09777832,1.972067425,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.163746573,0.378840051,2.35
C3,Le Bray_Bordeaux_France,9/17/1997,44.72,-0.77,41.46047653,25.47751753,29.47773607,1230.315613,101.1689343,2.738353075,3.084960938,2.679122196,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.153180315,0.354394216,2.35
C3,Le Bray_Bordeaux_France,9/18/1997,44.72,-0.77,48.47889253,25.55582494,29.39470547,1134.328782,101.0960072,2.616972649,3.072387695,2.455185332,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.144801198,0.335008496,2.35
C3,Le Bray_Bordeaux_France,9/19/1997,44.72,-0.77,71.631458,23.26714222,25.05927324,796.4936498,101.1597975,2.304931238,3.059570313,1.042625621,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.135453719,0.313382397,2.35
C3,Le Bray_Bordeaux_France,9/20/1997,44.72,-0.77,72.05727535,22.51787332,24.67144913,874.0626802,101.1749875,2.945630584,3.046875,1.068987124,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.128955293,0.2983478,2.35
C3,Le Bray_Bordeaux_France,9/21/1997,44.72,-0.77,75.96696712,21.71947574,24.08775576,737.5097795,101.1416586,1.973740501,3.034179688,0.9065486,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.126850775,0.293478838,2.35
C3,Le Bray_Bordeaux_France,10/11/1997,44.72,-0.77,70.02783372,16.84954379,18.35847849,697.1967628,100.6921972,3.263531549,2.780029297,0.625814304,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.166054331,0.384179224,2.35
C3,Le Bray_Bordeaux_France,10/12/1997,44.72,-0.77,68.05599666,13.82101445,16.08403226,756.493268,101.3614648,5.437056837,2.767333984,0.627218909,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.172360936,0.398770029,2.35
C3,Le Bray_Bordeaux_France,10/13/1997,44.72,-0.77,67.85043928,11.80993056,15.58387993,1249.533212,101.8062232,3.519325124,2.754638672,0.730849907,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.163563264,0.37841595,2.35
C3,Le Bray_Bordeaux_France,10/15/1997,44.72,-0.77,65.29042033,18.57029234,20.43334032,979.5432064,100.8054745,3.426253036,2.729248047,0.848602546,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.149512566,0.345908601,2.35
C3,Le Bray_Bordeaux_France,10/16/1997,44.72,-0.77,50.2492554,22.49113249,25.43353495,1328.679669,100.1522135,2.148966552,2.721923828,1.614436671,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.15180684,0.351216577,2.35
C3,Le Bray_Bordeaux_France,10/17/1997,44.72,-0.77,61.6394452,23.05273408,26.40113605,1192.117252,100.5650614,3.722393151,2.714599609,1.602321801,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.147018895,0.340139305,2.35
C3,Le Bray_Bordeaux_France,10/19/1997,44.72,-0.77,75.18500637,21.21830093,23.57838387,950.0438539,99.85293403,3.35931809,2.700073242,0.84725818,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.132592931,0.30676375,2.35
C3,Le Bray_Bordeaux_France,10/20/1997,44.72,-0.77,75.34330124,22.05522131,25.37022581,976.2430607,99.8,3.191212036,2.692749023,1.111302631,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.133821416,0.309605942,2.35
C3,Le Bray_Bordeaux_France,10/21/1997,44.72,-0.77,100,16.91435185,19.20425806,528.715151,100.060706,2.09372044,2.685424805,0.302971013,Pinus_pinaster,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,21,60,0.0387,0.130553741,0.302045931,2.35
C3,Les Mages_France,4/28/2009,44.21666667,4.133333333,31.70142857,24.85571429,23.65142857,1500,95.64,3.128008486,2.8,1.948571429,Quercus ilex_StPaul_Les Mages,BET Temperate,5,61.5,-66000,-255000,0.299288639,0.269074036,0.149733718,0.097507945,0.184395662,32,30,0.0645,0.379701495,0.790801611,4.12
C3,Les Mages_France,6/21/2009,44.21666667,4.133333333,40.33833333,22.54666667,25.14,1454,96.885,4.484832165,2.8,2.106666667,Quercus ilex_StPaul_Les Mages,BET Temperate,5,61.5,-66000,-255000,0.299288639,0.269074036,0.149733718,0.097507945,0.184395662,32,30,0.0645,0.198608399,0.413640303,4.12
C3,Les Mages_France,7/20/2009,44.21666667,4.133333333,44.36166667,26.08666667,31.525,1397,97.15333333,2.006471994,2.8,3.296666667,Quercus ilex_StPaul_Les Mages,BET Temperate,5,61.5,-66000,-255000,0.299288639,0.269074036,0.149733718,0.097507945,0.184395662,32,30,0.0645,0.166330105,0.346414529,4.12
C3,Les Mages_France,8/24/2009,44.21666667,4.133333333,57.085,27.03,31.435,1499.5,96.405,2.526457129,2.8,2.575,Quercus ilex_StPaul_Les Mages,BET Temperate,5,61.5,-66000,-255000,0.299288639,0.269074036,0.149733718,0.097507945,0.184395662,32,30,0.0645,0.136696131,0.284696063,4.12
C3,Les Mages_France,11/27/2009,44.21666667,4.133333333,38.35,20.59,19.30625,1500.625,96.50875,2.081349281,2.8,1.32125,Quercus ilex_StPaul_Les Mages,BET Temperate,5,61.5,-66000,-255000,0.299288639,0.269074036,0.149733718,0.097507945,0.184395662,32,30,0.0645,0.373730701,0.778366279,4.12
C3,Mt Fuji_Japan,7/20/2001,35,138,60.52488774,26.52668394,27.19386874,565.5492228,89.68860104,9,4,1.499248705,Pinus densiflora,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,23.5,35,0.0731,0.405746378,0.848543899,2.35
C3,Mt Fuji_Japan,8/4/2005,35,138,56.23165545,29.10537012,30.38317631,836.9771198,89.50495289,5,4,2.097520861,Pinus densiflora,NET Temperate,4,62.5,-66000,-255000,0.342341972,0.322023996,0.177539138,0.089971312,0.068123583,23.5,35,0.0731,0.390424811,0.816501661,2.35
